state,yr,qtr,index_nsa,index_sa,Warning
AK,1991,1,100.00,100.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,2,100.80,100.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,3,102.05,101.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1991,4,102.21,102.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,1,102.45,102.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,2,104.03,103.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,3,104.92,104.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1992,4,104.21,104.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,1,104.94,104.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,2,107.05,106.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,3,108.06,107.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1993,4,110.44,110.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,1,110.94,110.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,2,111.54,110.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,3,112.78,111.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1994,4,111.19,111.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,1,114.68,114.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,2,116.41,115.53,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,3,117.69,116.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1995,4,117.44,117.59,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,1,121.00,120.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,2,121.11,120.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,3,120.80,120.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1996,4,123.18,123.30,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,1,122.91,122.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,2,124.94,123.76,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,3,125.20,124.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1997,4,125.44,125.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,1,125.66,125.70,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,2,129.17,127.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,3,130.02,129.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1998,4,130.70,130.83,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,1,131.67,131.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,2,133.97,132.54,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,3,134.62,133.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,1999,4,130.96,131.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,1,133.18,133.57,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,2,136.50,135.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,3,138.08,136.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2000,4,136.71,137.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,1,139.94,140.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,2,144.76,143.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,3,147.04,145.35,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2001,4,148.41,148.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,1,149.06,149.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,2,153.42,151.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,3,157.99,156.15,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2002,4,156.82,157.22,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,1,159.92,160.38,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,2,164.18,162.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,3,166.78,164.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2003,4,170.41,170.82,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,1,175.02,175.63,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,2,178.73,176.97,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,3,185.43,183.26,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2004,4,187.63,188.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,1,192.19,193.18,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,2,199.77,197.45,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,3,206.73,204.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2005,4,207.89,208.20,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,1,211.23,212.65,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,2,219.05,216.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,3,220.40,218.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2006,4,219.68,219.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,1,221.00,222.95,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,2,229.38,226.14,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,3,226.77,224.34,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2007,4,222.18,222.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,1,217.06,219.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,2,226.48,223.32,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,3,223.89,221.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2008,4,225.07,225.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,1,223.57,226.05,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,2,218.77,215.78,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,3,217.90,215.03,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2009,4,215.71,215.73,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,1,213.02,215.44,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,2,222.37,219.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,3,225.53,222.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2010,4,219.97,220.02,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,1,222.46,225.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,2,225.55,222.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,3,227.69,224.06,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2011,4,223.40,223.49,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,1,215.50,218.41,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,2,227.37,224.31,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,3,230.62,227.08,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2012,4,227.35,227.12,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,1,227.09,230.66,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,2,234.64,231.00,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,3,233.91,230.75,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2013,4,231.88,231.36,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,1,228.21,231.84,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,2,239.09,235.25,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,3,240.18,237.40,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2014,4,242.42,241.58,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,1,237.35,240.98,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,2,246.09,242.07,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,3,245.02,242.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2015,4,248.68,247.67,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,1,242.23,245.37,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,2,255.08,251.19,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,3,252.67,250.71,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2016,4,249.13,247.94,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,1,248.51,251.27,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,2,253.08,249.42,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,3,257.44,255.79,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2017,4,256.68,255.39,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,1,256.83,259.16,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,2,261.06,257.61,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,3,257.19,255.69,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AK,2018,4,265.28,263.96,"* Note that this state has fewer than 15,000 transactions over the latest ten years"
AL,1991,1,100.00,100.00,
AL,1991,2,101.72,101.32,
AL,1991,3,102.75,102.11,
AL,1991,4,103.44,102.88,
AL,1992,1,104.45,104.45,
AL,1992,2,104.75,104.33,
AL,1992,3,106.96,106.28,
AL,1992,4,108.44,107.89,
AL,1993,1,109.00,109.00,
AL,1993,2,110.12,109.64,
AL,1993,3,112.10,111.38,
AL,1993,4,113.35,112.85,
AL,1994,1,114.19,114.15,
AL,1994,2,116.43,115.88,
AL,1994,3,117.27,116.51,
AL,1994,4,117.95,117.54,
AL,1995,1,118.54,118.46,
AL,1995,2,119.85,119.21,
AL,1995,3,121.65,120.89,
AL,1995,4,121.93,121.60,
AL,1996,1,122.93,122.78,
AL,1996,2,125.27,124.54,
AL,1996,3,125.86,125.10,
AL,1996,4,126.68,126.42,
AL,1997,1,127.94,127.72,
AL,1997,2,128.46,127.64,
AL,1997,3,129.86,129.16,
AL,1997,4,129.75,129.53,
AL,1998,1,131.03,130.73,
AL,1998,2,133.01,132.15,
AL,1998,3,134.30,133.64,
AL,1998,4,135.67,135.47,
AL,1999,1,136.64,136.28,
AL,1999,2,138.27,137.34,
AL,1999,3,138.87,138.23,
AL,1999,4,139.85,139.63,
AL,2000,1,141.42,141.04,
AL,2000,2,142.65,141.72,
AL,2000,3,142.94,142.24,
AL,2000,4,143.15,142.91,
AL,2001,1,144.56,144.22,
AL,2001,2,146.41,145.48,
AL,2001,3,147.07,146.24,
AL,2001,4,147.54,147.31,
AL,2002,1,148.81,148.54,
AL,2002,2,150.57,149.66,
AL,2002,3,151.70,150.70,
AL,2002,4,153.55,153.33,
AL,2003,1,154.43,154.24,
AL,2003,2,156.75,155.82,
AL,2003,3,159.88,158.68,
AL,2003,4,159.25,159.05,
AL,2004,1,160.47,160.40,
AL,2004,2,163.87,162.84,
AL,2004,3,167.80,166.44,
AL,2004,4,168.83,168.66,
AL,2005,1,171.68,171.76,
AL,2005,2,175.62,174.40,
AL,2005,3,179.48,177.93,
AL,2005,4,182.92,182.86,
AL,2006,1,187.24,187.47,
AL,2006,2,192.48,190.96,
AL,2006,3,195.42,193.62,
AL,2006,4,196.46,196.48,
AL,2007,1,198.23,198.68,
AL,2007,2,202.84,201.10,
AL,2007,3,202.79,200.70,
AL,2007,4,200.72,200.85,
AL,2008,1,198.59,199.33,
AL,2008,2,198.96,197.16,
AL,2008,3,196.38,194.03,
AL,2008,4,191.47,191.71,
AL,2009,1,191.70,192.75,
AL,2009,2,193.35,191.50,
AL,2009,3,188.92,186.32,
AL,2009,4,192.76,193.16,
AL,2010,1,183.27,184.54,
AL,2010,2,183.20,181.31,
AL,2010,3,182.92,180.18,
AL,2010,4,175.49,175.99,
AL,2011,1,170.68,172.01,
AL,2011,2,172.96,171.08,
AL,2011,3,174.65,171.96,
AL,2011,4,171.36,171.93,
AL,2012,1,173.44,174.85,
AL,2012,2,179.62,177.54,
AL,2012,3,176.98,174.29,
AL,2012,4,177.98,178.67,
AL,2013,1,177.64,178.99,
AL,2013,2,183.24,181.04,
AL,2013,3,184.79,182.14,
AL,2013,4,181.51,182.27,
AL,2014,1,182.92,184.10,
AL,2014,2,185.61,183.40,
AL,2014,3,188.36,185.79,
AL,2014,4,188.29,189.11,
AL,2015,1,187.19,188.15,
AL,2015,2,194.72,192.53,
AL,2015,3,195.31,192.72,
AL,2015,4,192.44,193.28,
AL,2016,1,194.61,195.43,
AL,2016,2,199.67,197.57,
AL,2016,3,203.13,200.43,
AL,2016,4,201.76,202.68,
AL,2017,1,205.00,205.73,
AL,2017,2,208.57,206.47,
AL,2017,3,212.17,209.34,
AL,2017,4,212.59,213.59,
AL,2018,1,213.18,213.84,
AL,2018,2,222.08,219.90,
AL,2018,3,225.40,222.40,
AL,2018,4,222.34,223.41,
AR,1991,1,100.00,100.00,
AR,1991,2,100.38,100.19,
AR,1991,3,101.82,101.55,
AR,1991,4,102.95,103.01,
AR,1992,1,102.85,102.86,
AR,1992,2,104.03,103.82,
AR,1992,3,105.08,104.83,
AR,1992,4,105.66,105.72,
AR,1993,1,107.54,107.59,
AR,1993,2,109.66,109.35,
AR,1993,3,111.56,111.32,
AR,1993,4,111.61,111.68,
AR,1994,1,115.21,115.29,
AR,1994,2,116.62,116.22,
AR,1994,3,117.04,116.83,
AR,1994,4,119.36,119.45,
AR,1995,1,119.11,119.20,
AR,1995,2,121.55,121.08,
AR,1995,3,123.14,122.98,
AR,1995,4,123.58,123.65,
AR,1996,1,124.35,124.45,
AR,1996,2,125.92,125.44,
AR,1996,3,125.44,125.28,
AR,1996,4,126.16,126.19,
AR,1997,1,127.25,127.40,
AR,1997,2,128.26,127.76,
AR,1997,3,128.63,128.45,
AR,1997,4,129.21,129.23,
AR,1998,1,129.52,129.70,
AR,1998,2,129.91,129.44,
AR,1998,3,132.62,132.37,
AR,1998,4,132.74,132.77,
AR,1999,1,133.90,134.12,
AR,1999,2,135.54,135.06,
AR,1999,3,136.43,136.10,
AR,1999,4,137.07,137.11,
AR,2000,1,137.25,137.50,
AR,2000,2,140.08,139.63,
AR,2000,3,140.43,139.99,
AR,2000,4,141.27,141.34,
AR,2001,1,142.79,143.11,
AR,2001,2,143.95,143.49,
AR,2001,3,145.95,145.44,
AR,2001,4,146.20,146.31,
AR,2002,1,147.21,147.52,
AR,2002,2,150.20,149.80,
AR,2002,3,151.47,150.86,
AR,2002,4,152.66,152.74,
AR,2003,1,154.47,154.83,
AR,2003,2,157.24,156.87,
AR,2003,3,160.65,159.97,
AR,2003,4,161.37,161.37,
AR,2004,1,164.59,165.06,
AR,2004,2,167.94,167.59,
AR,2004,3,170.83,170.07,
AR,2004,4,173.02,172.88,
AR,2005,1,175.17,175.87,
AR,2005,2,178.59,178.19,
AR,2005,3,182.63,181.78,
AR,2005,4,185.69,185.46,
AR,2006,1,186.98,187.86,
AR,2006,2,190.43,189.96,
AR,2006,3,192.22,191.27,
AR,2006,4,193.19,192.94,
AR,2007,1,192.36,193.39,
AR,2007,2,195.75,195.08,
AR,2007,3,195.74,194.83,
AR,2007,4,194.09,194.04,
AR,2008,1,189.77,190.61,
AR,2008,2,189.87,189.13,
AR,2008,3,189.46,188.67,
AR,2008,4,185.61,185.77,
AR,2009,1,184.27,184.89,
AR,2009,2,184.59,183.69,
AR,2009,3,184.94,184.30,
AR,2009,4,188.23,188.81,
AR,2010,1,177.66,177.84,
AR,2010,2,183.82,182.86,
AR,2010,3,178.19,177.65,
AR,2010,4,174.90,175.77,
AR,2011,1,178.39,178.30,
AR,2011,2,174.15,173.09,
AR,2011,3,176.57,176.10,
AR,2011,4,178.18,179.45,
AR,2012,1,178.25,177.80,
AR,2012,2,183.78,182.73,
AR,2012,3,182.62,182.03,
AR,2012,4,180.71,182.17,
AR,2013,1,186.99,186.47,
AR,2013,2,187.68,186.66,
AR,2013,3,187.67,186.89,
AR,2013,4,184.47,186.09,
AR,2014,1,188.19,187.57,
AR,2014,2,189.38,188.63,
AR,2014,3,190.40,189.43,
AR,2014,4,192.23,193.72,
AR,2015,1,188.75,188.24,
AR,2015,2,194.77,194.21,
AR,2015,3,198.11,197.10,
AR,2015,4,195.91,197.02,
AR,2016,1,199.34,198.93,
AR,2016,2,199.91,199.66,
AR,2016,3,202.65,201.69,
AR,2016,4,202.10,202.62,
AR,2017,1,205.94,205.82,
AR,2017,2,207.98,207.88,
AR,2017,3,211.38,210.53,
AR,2017,4,214.64,214.65,
AR,2018,1,214.56,214.66,
AR,2018,2,216.72,216.71,
AR,2018,3,220.72,219.99,
AR,2018,4,225.49,225.10,
AZ,1991,1,100.00,100.00,
AZ,1991,2,100.53,100.47,
AZ,1991,3,99.31,99.54,
AZ,1991,4,102.05,101.53,
AZ,1992,1,102.34,102.37,
AZ,1992,2,101.60,101.54,
AZ,1992,3,102.76,102.94,
AZ,1992,4,103.77,103.28,
AZ,1993,1,104.24,104.30,
AZ,1993,2,105.47,105.41,
AZ,1993,3,106.72,106.79,
AZ,1993,4,109.23,108.82,
AZ,1994,1,109.94,110.04,
AZ,1994,2,112.58,112.49,
AZ,1994,3,114.04,113.96,
AZ,1994,4,116.33,116.02,
AZ,1995,1,117.29,117.47,
AZ,1995,2,118.66,118.50,
AZ,1995,3,120.97,120.73,
AZ,1995,4,121.67,121.53,
AZ,1996,1,123.26,123.47,
AZ,1996,2,124.82,124.59,
AZ,1996,3,126.15,125.79,
AZ,1996,4,126.30,126.32,
AZ,1997,1,127.32,127.55,
AZ,1997,2,129.25,128.92,
AZ,1997,3,130.43,130.01,
AZ,1997,4,131.12,131.26,
AZ,1998,1,132.38,132.58,
AZ,1998,2,135.42,135.02,
AZ,1998,3,137.45,137.05,
AZ,1998,4,138.54,138.71,
AZ,1999,1,140.80,141.02,
AZ,1999,2,143.30,142.80,
AZ,1999,3,145.59,145.28,
AZ,1999,4,147.07,147.18,
AZ,2000,1,149.29,149.51,
AZ,2000,2,151.95,151.40,
AZ,2000,3,153.19,152.97,
AZ,2000,4,155.72,155.75,
AZ,2001,1,157.89,158.11,
AZ,2001,2,161.11,160.56,
AZ,2001,3,162.89,162.67,
AZ,2001,4,165.90,165.88,
AZ,2002,1,166.65,166.96,
AZ,2002,2,170.31,169.73,
AZ,2002,3,172.84,172.50,
AZ,2002,4,176.56,176.59,
AZ,2003,1,179.58,180.01,
AZ,2003,2,183.62,182.95,
AZ,2003,3,187.40,186.82,
AZ,2003,4,192.87,193.10,
AZ,2004,1,198.85,199.44,
AZ,2004,2,206.81,205.99,
AZ,2004,3,217.46,216.42,
AZ,2004,4,228.47,229.16,
AZ,2005,1,244.23,245.05,
AZ,2005,2,269.89,268.61,
AZ,2005,3,291.46,289.66,
AZ,2005,4,302.84,304.34,
AZ,2006,1,314.65,315.76,
AZ,2006,2,321.22,319.46,
AZ,2006,3,317.43,315.10,
AZ,2006,4,319.08,321.19,
AZ,2007,1,317.90,319.06,
AZ,2007,2,316.00,313.99,
AZ,2007,3,309.04,306.68,
AZ,2007,4,288.95,291.13,
AZ,2008,1,276.07,277.03,
AZ,2008,2,263.47,261.76,
AZ,2008,3,244.63,242.71,
AZ,2008,4,224.34,226.05,
AZ,2009,1,214.18,215.00,
AZ,2009,2,203.19,201.84,
AZ,2009,3,200.74,199.12,
AZ,2009,4,195.18,196.61,
AZ,2010,1,190.43,191.30,
AZ,2010,2,188.11,186.83,
AZ,2010,3,180.57,179.13,
AZ,2010,4,170.62,171.69,
AZ,2011,1,166.60,167.61,
AZ,2011,2,163.38,162.16,
AZ,2011,3,164.54,163.27,
AZ,2011,4,166.87,167.78,
AZ,2012,1,172.40,173.56,
AZ,2012,2,184.96,183.56,
AZ,2012,3,195.15,193.74,
AZ,2012,4,198.12,199.01,
AZ,2013,1,205.29,206.80,
AZ,2013,2,218.67,216.94,
AZ,2013,3,223.24,221.76,
AZ,2013,4,228.29,229.24,
AZ,2014,1,229.24,230.85,
AZ,2014,2,234.62,232.74,
AZ,2014,3,237.20,235.87,
AZ,2014,4,237.57,238.40,
AZ,2015,1,242.65,244.22,
AZ,2015,2,248.90,246.91,
AZ,2015,3,254.22,253.02,
AZ,2015,4,257.45,258.38,
AZ,2016,1,261.26,262.62,
AZ,2016,2,269.37,267.35,
AZ,2016,3,271.16,270.06,
AZ,2016,4,276.35,277.34,
AZ,2017,1,281.02,282.24,
AZ,2017,2,291.89,289.79,
AZ,2017,3,297.77,296.65,
AZ,2017,4,300.50,301.59,
AZ,2018,1,308.93,310.19,
AZ,2018,2,316.17,313.84,
AZ,2018,3,320.35,319.26,
AZ,2018,4,325.11,326.22,
CA,1991,1,100.00,100.00,
CA,1991,2,99.66,99.21,
CA,1991,3,99.53,98.84,
CA,1991,4,99.68,99.20,
CA,1992,1,99.04,99.04,
CA,1992,2,98.00,97.56,
CA,1992,3,97.72,97.01,
CA,1992,4,95.97,95.55,
CA,1993,1,93.64,93.65,
CA,1993,2,92.93,92.52,
CA,1993,3,91.49,90.77,
CA,1993,4,90.25,89.93,
CA,1994,1,88.82,88.84,
CA,1994,2,88.56,88.13,
CA,1994,3,88.32,87.57,
CA,1994,4,86.94,86.71,
CA,1995,1,86.18,86.21,
CA,1995,2,86.01,85.53,
CA,1995,3,86.20,85.43,
CA,1995,4,85.09,84.95,
CA,1996,1,84.95,84.99,
CA,1996,2,85.05,84.50,
CA,1996,3,85.41,84.65,
CA,1996,4,85.17,85.11,
CA,1997,1,84.72,84.74,
CA,1997,2,86.86,86.23,
CA,1997,3,88.08,87.34,
CA,1997,4,88.90,88.87,
CA,1998,1,90.89,90.90,
CA,1998,2,94.35,93.59,
CA,1998,3,96.44,95.68,
CA,1998,4,98.01,97.99,
CA,1999,1,100.49,100.51,
CA,1999,2,103.75,102.88,
CA,1999,3,106.06,105.25,
CA,1999,4,108.24,108.21,
CA,2000,1,111.65,111.68,
CA,2000,2,116.00,115.03,
CA,2000,3,119.77,118.84,
CA,2000,4,123.69,123.63,
CA,2001,1,127.88,127.95,
CA,2001,2,132.43,131.38,
CA,2001,3,135.36,134.20,
CA,2001,4,137.93,137.85,
CA,2002,1,142.26,142.43,
CA,2002,2,149.73,148.63,
CA,2002,3,157.00,155.47,
CA,2002,4,161.66,161.55,
CA,2003,1,167.31,167.66,
CA,2003,2,174.91,173.64,
CA,2003,3,182.72,180.74,
CA,2003,4,191.55,191.51,
CA,2004,1,200.85,201.42,
CA,2004,2,215.54,213.90,
CA,2004,3,230.81,228.16,
CA,2004,4,240.03,240.04,
CA,2005,1,251.72,252.60,
CA,2005,2,267.37,265.24,
CA,2005,3,280.79,277.46,
CA,2005,4,284.22,284.27,
CA,2006,1,285.94,287.11,
CA,2006,2,287.44,285.08,
CA,2006,3,282.52,279.12,
CA,2006,4,274.21,274.10,
CA,2007,1,271.73,273.09,
CA,2007,2,269.06,266.82,
CA,2007,3,255.26,252.18,
CA,2007,4,234.51,234.21,
CA,2008,1,212.71,213.98,
CA,2008,2,195.74,194.12,
CA,2008,3,183.58,181.37,
CA,2008,4,171.41,171.01,
CA,2009,1,163.59,164.72,
CA,2009,2,163.89,162.54,
CA,2009,3,167.17,165.14,
CA,2009,4,168.08,167.59,
CA,2010,1,166.17,167.43,
CA,2010,2,168.10,166.70,
CA,2010,3,165.17,163.13,
CA,2010,4,160.33,159.88,
CA,2011,1,154.72,155.93,
CA,2011,2,154.21,152.82,
CA,2011,3,154.32,152.44,
CA,2011,4,152.97,152.68,
CA,2012,1,153.53,154.65,
CA,2012,2,160.87,159.29,
CA,2012,3,164.89,162.96,
CA,2012,4,170.48,170.34,
CA,2013,1,178.11,179.24,
CA,2013,2,190.95,188.95,
CA,2013,3,199.72,197.52,
CA,2013,4,201.71,201.74,
CA,2014,1,204.94,205.99,
CA,2014,2,211.85,209.56,
CA,2014,3,215.41,213.21,
CA,2014,4,216.67,216.81,
CA,2015,1,220.41,221.31,
CA,2015,2,226.88,224.38,
CA,2015,3,230.41,228.27,
CA,2015,4,233.08,233.27,
CA,2016,1,236.32,237.04,
CA,2016,2,243.62,240.97,
CA,2016,3,247.07,244.94,
CA,2016,4,249.17,249.36,
CA,2017,1,253.90,254.49,
CA,2017,2,263.26,260.44,
CA,2017,3,267.81,265.64,
CA,2017,4,270.59,270.78,
CA,2018,1,277.19,277.72,
CA,2018,2,283.10,280.10,
CA,2018,3,285.41,283.15,
CA,2018,4,285.09,285.28,
CO,1991,1,100.00,100.00,
CO,1991,2,100.97,100.06,
CO,1991,3,102.22,101.05,
CO,1991,4,103.12,102.94,
CO,1992,1,105.36,105.37,
CO,1992,2,108.84,107.85,
CO,1992,3,111.00,109.72,
CO,1992,4,113.77,113.57,
CO,1993,1,115.61,115.64,
CO,1993,2,120.40,119.30,
CO,1993,3,125.09,123.65,
CO,1993,4,128.05,127.81,
CO,1994,1,131.89,131.95,
CO,1994,2,136.93,135.67,
CO,1994,3,139.77,138.17,
CO,1994,4,140.38,140.11,
CO,1995,1,141.81,141.87,
CO,1995,2,144.94,143.58,
CO,1995,3,147.73,146.09,
CO,1995,4,148.52,148.23,
CO,1996,1,150.02,150.05,
CO,1996,2,153.42,151.97,
CO,1996,3,155.05,153.38,
CO,1996,4,156.21,155.93,
CO,1997,1,157.38,157.33,
CO,1997,2,160.76,159.21,
CO,1997,3,162.79,161.11,
CO,1997,4,163.57,163.34,
CO,1998,1,166.11,165.95,
CO,1998,2,170.29,168.62,
CO,1998,3,173.26,171.52,
CO,1998,4,175.87,175.73,
CO,1999,1,179.84,179.53,
CO,1999,2,186.29,184.44,
CO,1999,3,192.33,190.45,
CO,1999,4,194.57,194.49,
CO,2000,1,200.39,199.96,
CO,2000,2,207.31,205.23,
CO,2000,3,213.30,211.23,
CO,2000,4,216.98,216.94,
CO,2001,1,223.87,223.40,
CO,2001,2,229.03,226.68,
CO,2001,3,230.64,228.38,
CO,2001,4,230.35,230.35,
CO,2002,1,234.03,233.62,
CO,2002,2,237.13,234.59,
CO,2002,3,239.50,237.13,
CO,2002,4,239.50,239.47,
CO,2003,1,240.46,240.25,
CO,2003,2,243.61,240.85,
CO,2003,3,244.87,242.45,
CO,2003,4,244.57,244.43,
CO,2004,1,246.38,246.46,
CO,2004,2,253.58,250.53,
CO,2004,3,255.73,253.13,
CO,2004,4,254.58,254.36,
CO,2005,1,258.29,258.82,
CO,2005,2,264.87,261.34,
CO,2005,3,267.54,264.69,
CO,2005,4,270.02,269.92,
CO,2006,1,270.33,271.26,
CO,2006,2,275.98,271.94,
CO,2006,3,275.79,272.67,
CO,2006,4,276.07,276.20,
CO,2007,1,274.66,275.94,
CO,2007,2,279.88,275.37,
CO,2007,3,278.38,275.12,
CO,2007,4,270.39,270.70,
CO,2008,1,265.57,267.07,
CO,2008,2,270.98,266.41,
CO,2008,3,265.69,262.28,
