,state,index_sa,TimePeriod
2019,LA,104.24,1991Q4
2020,LA,105.68,1992Q1
2021,LA,107.05,1992Q2
2022,LA,108.37,1992Q3
2023,LA,110.47,1992Q4
2024,LA,111.6,1993Q1
2025,LA,112.83,1993Q2
2026,LA,115.36,1993Q3
2027,LA,118.12,1993Q4
2028,LA,120.13,1994Q1
2029,LA,121.71,1994Q2
2030,LA,123.27,1994Q3
2031,LA,122.15,1994Q4
2032,LA,123.82,1995Q1
2033,LA,126.48,1995Q2
2034,LA,128.28,1995Q3
2035,LA,129.92,1995Q4
2036,LA,132.08,1996Q1
2037,LA,132.95,1996Q2
2038,LA,133.88,1996Q3
2039,LA,135.58,1996Q4
2040,LA,137.0,1997Q1
2041,LA,137.83,1997Q2
2042,LA,138.76,1997Q3
2043,LA,140.5,1997Q4
2044,LA,142.46,1998Q1
2045,LA,143.97,1998Q2
2046,LA,146.29,1998Q3
2047,LA,148.21,1998Q4
2048,LA,148.51,1999Q1
2049,LA,150.09,1999Q2
2050,LA,151.74,1999Q3
2051,LA,152.34,1999Q4
2052,LA,154.25,2000Q1
2053,LA,156.17,2000Q2
2054,LA,156.68,2000Q3
2055,LA,157.08,2000Q4
2056,LA,158.93,2001Q1
2057,LA,160.39,2001Q2
2058,LA,162.3,2001Q3
2059,LA,164.79,2001Q4
2060,LA,164.4,2002Q1
2061,LA,167.4,2002Q2
2062,LA,169.11,2002Q3
2063,LA,171.47,2002Q4
2064,LA,174.2,2003Q1
2065,LA,175.25,2003Q2
2066,LA,178.34,2003Q3
2067,LA,181.2,2003Q4
2068,LA,183.4,2004Q1
2069,LA,187.16,2004Q2
2070,LA,189.7,2004Q3
2071,LA,192.16,2004Q4
2072,LA,194.95,2005Q1
2073,LA,198.84,2005Q2
2074,LA,202.08,2005Q3
2075,LA,213.12,2005Q4
2076,LA,218.51,2006Q1
2077,LA,222.71,2006Q2
2078,LA,226.9,2006Q3
2079,LA,230.36,2006Q4
2080,LA,233.06,2007Q1
2081,LA,234.68,2007Q2
2082,LA,236.3,2007Q3
2083,LA,235.01,2007Q4
2084,LA,233.91,2008Q1
2085,LA,232.55,2008Q2
2086,LA,229.84,2008Q3
2087,LA,228.17,2008Q4
2088,LA,229.18,2009Q1
2089,LA,228.84,2009Q2
2090,LA,226.85,2009Q3
2091,LA,227.79,2009Q4
2092,LA,227.73,2010Q1
2093,LA,227.38,2010Q2
2094,LA,227.72,2010Q3
2095,LA,224.84,2010Q4
2096,LA,221.24,2011Q1
2097,LA,221.78,2011Q2
2098,LA,222.29,2011Q3
2099,LA,223.31,2011Q4
2100,LA,222.39,2012Q1
2101,LA,225.48,2012Q2
2102,LA,228.35,2012Q3
2103,LA,228.8,2012Q4
2104,LA,235.36,2013Q1
2105,LA,236.86,2013Q2
2106,LA,236.1,2013Q3
2107,LA,239.77,2013Q4
2108,LA,240.35,2014Q1
2109,LA,241.67,2014Q2
2110,LA,245.53,2014Q3
2111,LA,246.93,2014Q4
2112,LA,249.64,2015Q1
2113,LA,252.28,2015Q2
2114,LA,255.06,2015Q3
2115,LA,256.74,2015Q4
2116,LA,260.19,2016Q1
2117,LA,261.0,2016Q2
2118,LA,261.61,2016Q3
2119,LA,268.66,2016Q4
2120,LA,266.18,2017Q1
2121,LA,271.44,2017Q2
2122,LA,274.36,2017Q3
2123,LA,275.59,2017Q4
2124,LA,277.39,2018Q1
2125,LA,278.46,2018Q2
2126,LA,278.31,2018Q3
2127,LA,280.65,2018Q4
2128,MA,100.0,1991Q1
2129,MA,98.0,1991Q2
2130,MA,96.94,1991Q3
2131,MA,97.38,1991Q4
2132,MA,98.63,1992Q1
2133,MA,95.78,1992Q2
2134,MA,96.34,1992Q3
2135,MA,96.54,1992Q4
2136,MA,94.95,1993Q1
2137,MA,96.18,1993Q2
2138,MA,96.54,1993Q3
2139,MA,96.36,1993Q4
2140,MA,96.99,1994Q1
2141,MA,97.25,1994Q2
2142,MA,97.47,1994Q3
2143,MA,97.93,1994Q4
2144,MA,98.36,1995Q1
2145,MA,98.66,1995Q2
2146,MA,99.32,1995Q3
2147,MA,99.94,1995Q4
2148,MA,101.24,1996Q1
2149,MA,102.23,1996Q2
2150,MA,103.19,1996Q3
2151,MA,104.52,1996Q4
2152,MA,104.83,1997Q1
2153,MA,106.93,1997Q2
2154,MA,108.21,1997Q3
2155,MA,110.53,1997Q4
2156,MA,112.85,1998Q1
2157,MA,115.71,1998Q2
2158,MA,118.71,1998Q3
2159,MA,121.39,1998Q4
2160,MA,124.75,1999Q1
2161,MA,128.49,1999Q2
2162,MA,132.43,1999Q3
2163,MA,136.25,1999Q4
2164,MA,140.86,2000Q1
2165,MA,146.36,2000Q2
2166,MA,150.83,2000Q3
2167,MA,156.75,2000Q4
2168,MA,162.87,2001Q1
2169,MA,167.9,2001Q2
2170,MA,172.91,2001Q3
2171,MA,177.51,2001Q4
2172,MA,182.73,2002Q1
2173,MA,189.39,2002Q2
2174,MA,196.58,2002Q3
2175,MA,202.31,2002Q4
2176,MA,206.2,2003Q1
2177,MA,210.93,2003Q2
2178,MA,214.94,2003Q3
2179,MA,223.04,2003Q4
2180,MA,227.48,2004Q1
2181,MA,232.5,2004Q2
2182,MA,238.16,2004Q3
2183,MA,243.07,2004Q4
2184,MA,247.26,2005Q1
2185,MA,250.88,2005Q2
2186,MA,252.18,2005Q3
2187,MA,251.87,2005Q4
2188,MA,250.49,2006Q1
2189,MA,246.38,2006Q2
2190,MA,243.5,2006Q3
2191,MA,240.65,2006Q4
2192,MA,238.65,2007Q1
2193,MA,238.5,2007Q2
2194,MA,235.34,2007Q3
2195,MA,231.76,2007Q4
2196,MA,229.38,2008Q1
2197,MA,222.38,2008Q2
2198,MA,219.12,2008Q3
2199,MA,217.63,2008Q4
2200,MA,220.01,2009Q1
2201,MA,216.13,2009Q2
2202,MA,215.32,2009Q3
2203,MA,215.71,2009Q4
2204,MA,215.46,2010Q1
2205,MA,214.51,2010Q2
2206,MA,213.1,2010Q3
2207,MA,213.15,2010Q4
2208,MA,209.57,2011Q1
2209,MA,209.48,2011Q2
2210,MA,208.53,2011Q3
2211,MA,207.56,2011Q4
2212,MA,207.48,2012Q1
2213,MA,208.32,2012Q2
2214,MA,210.18,2012Q3
2215,MA,212.66,2012Q4
2216,MA,216.1,2013Q1
2217,MA,219.33,2013Q2
2218,MA,222.35,2013Q3
2219,MA,224.59,2013Q4
2220,MA,224.84,2014Q1
2221,MA,229.87,2014Q2
2222,MA,231.8,2014Q3
2223,MA,233.29,2014Q4
2224,MA,235.53,2015Q1
2225,MA,238.81,2015Q2
2226,MA,240.92,2015Q3
2227,MA,243.86,2015Q4
2228,MA,247.66,2016Q1
2229,MA,250.25,2016Q2
2230,MA,254.44,2016Q3
2231,MA,259.4,2016Q4
2232,MA,263.1,2017Q1
2233,MA,268.59,2017Q2
2234,MA,273.3,2017Q3
2235,MA,276.34,2017Q4
2236,MA,282.21,2018Q1
2237,MA,285.2,2018Q2
2238,MA,288.25,2018Q3
2239,MA,293.74,2018Q4
2240,MD,100.0,1991Q1
2241,MD,100.17,1991Q2
2242,MD,99.68,1991Q3
2243,MD,101.06,1991Q4
2244,MD,102.9,1992Q1
2245,MD,100.44,1992Q2
2246,MD,102.17,1992Q3
2247,MD,102.18,1992Q4
2248,MD,101.19,1993Q1
2249,MD,101.33,1993Q2
2250,MD,101.96,1993Q3
2251,MD,101.87,1993Q4
2252,MD,102.09,1994Q1
2253,MD,102.79,1994Q2
2254,MD,101.82,1994Q3
2255,MD,101.39,1994Q4
2256,MD,101.36,1995Q1
2257,MD,100.8,1995Q2
2258,MD,101.98,1995Q3
2259,MD,101.97,1995Q4
2260,MD,102.45,1996Q1
2261,MD,102.28,1996Q2
2262,MD,102.36,1996Q3
2263,MD,102.2,1996Q4
2264,MD,102.8,1997Q1
2265,MD,102.21,1997Q2
2266,MD,102.49,1997Q3
2267,MD,103.65,1997Q4
2268,MD,104.45,1998Q1
2269,MD,104.88,1998Q2
2270,MD,105.47,1998Q3
2271,MD,106.99,1998Q4
2272,MD,108.98,1999Q1
2273,MD,110.34,1999Q2
2274,MD,111.48,1999Q3
2275,MD,113.6,1999Q4
2276,MD,114.96,2000Q1
2277,MD,118.01,2000Q2
2278,MD,120.22,2000Q3
2279,MD,121.92,2000Q4
2280,MD,125.38,2001Q1
2281,MD,128.9,2001Q2
2282,MD,132.25,2001Q3
2283,MD,136.31,2001Q4
2284,MD,140.27,2002Q1
2285,MD,145.11,2002Q2
2286,MD,150.59,2002Q3
2287,MD,156.74,2002Q4
2288,MD,159.35,2003Q1
2289,MD,165.96,2003Q2
2290,MD,172.71,2003Q3
2291,MD,179.55,2003Q4
2292,MD,187.11,2004Q1
2293,MD,195.53,2004Q2
2294,MD,205.59,2004Q3
2295,MD,214.65,2004Q4
2296,MD,225.19,2005Q1
2297,MD,237.0,2005Q2
2298,MD,247.46,2005Q3
2299,MD,254.61,2005Q4
2300,MD,259.78,2006Q1
2301,MD,264.11,2006Q2
2302,MD,262.88,2006Q3
2303,MD,265.57,2006Q4
2304,MD,269.13,2007Q1
2305,MD,268.11,2007Q2
2306,MD,263.43,2007Q3
2307,MD,260.68,2007Q4
2308,MD,249.26,2008Q1
2309,MD,236.96,2008Q2
2310,MD,231.87,2008Q3
2311,MD,220.66,2008Q4
2312,MD,222.03,2009Q1
2313,MD,217.47,2009Q2
2314,MD,216.29,2009Q3
2315,MD,211.27,2009Q4
2316,MD,212.27,2010Q1
2317,MD,211.37,2010Q2
2318,MD,205.93,2010Q3
2319,MD,206.25,2010Q4
2320,MD,200.8,2011Q1
2321,MD,198.64,2011Q2
2322,MD,199.48,2011Q3
2323,MD,199.13,2011Q4
2324,MD,197.96,2012Q1
2325,MD,204.49,2012Q2
2326,MD,204.59,2012Q3
2327,MD,207.43,2012Q4
2328,MD,211.44,2013Q1
2329,MD,213.92,2013Q2
2330,MD,216.97,2013Q3
2331,MD,218.45,2013Q4
2332,MD,218.66,2014Q1
2333,MD,219.95,2014Q2
2334,MD,218.75,2014Q3
2335,MD,220.78,2014Q4
2336,MD,220.32,2015Q1
2337,MD,222.66,2015Q2
2338,MD,224.78,2015Q3
2339,MD,224.08,2015Q4
2340,MD,228.92,2016Q1
2341,MD,231.38,2016Q2
2342,MD,230.42,2016Q3
2343,MD,237.4,2016Q4
2344,MD,238.14,2017Q1
2345,MD,240.32,2017Q2
2346,MD,244.47,2017Q3
2347,MD,246.46,2017Q4
2348,MD,251.21,2018Q1
2349,MD,250.37,2018Q2
2350,MD,251.52,2018Q3
2351,MD,253.21,2018Q4
2352,ME,100.0,1991Q1
2353,ME,101.05,1991Q2
2354,ME,100.87,1991Q3
2355,ME,101.05,1991Q4
2356,ME,101.97,1992Q1
2357,ME,99.46,1992Q2
2358,ME,100.11,1992Q3
2359,ME,101.39,1992Q4
2360,ME,94.91,1993Q1
2361,ME,99.77,1993Q2
2362,ME,97.38,1993Q3
2363,ME,98.01,1993Q4
2364,ME,98.33,1994Q1
2365,ME,98.69,1994Q2
2366,ME,97.44,1994Q3
2367,ME,97.06,1994Q4
2368,ME,97.25,1995Q1
2369,ME,98.49,1995Q2
2370,ME,98.77,1995Q3
2371,ME,98.21,1995Q4
2372,ME,101.46,1996Q1
2373,ME,100.83,1996Q2
2374,ME,102.6,1996Q3
2375,ME,101.51,1996Q4
2376,ME,101.93,1997Q1
2377,ME,102.57,1997Q2
2378,ME,102.93,1997Q3
2379,ME,105.95,1997Q4
2380,ME,106.61,1998Q1
2381,ME,108.04,1998Q2
2382,ME,109.17,1998Q3
2383,ME,112.86,1998Q4
2384,ME,113.74,1999Q1
2385,ME,116.16,1999Q2
2386,ME,118.92,1999Q3
2387,ME,121.2,1999Q4
2388,ME,122.32,2000Q1
2389,ME,127.36,2000Q2
2390,ME,129.86,2000Q3
2391,ME,133.03,2000Q4
2392,ME,137.15,2001Q1
2393,ME,140.0,2001Q2
2394,ME,145.22,2001Q3
2395,ME,147.3,2001Q4
2396,ME,152.48,2002Q1
2397,ME,157.21,2002Q2
2398,ME,161.89,2002Q3
2399,ME,165.98,2002Q4
2400,ME,170.52,2003Q1
2401,ME,173.66,2003Q2
2402,ME,177.4,2003Q3
2403,ME,186.54,2003Q4
2404,ME,186.02,2004Q1
2405,ME,194.45,2004Q2
2406,ME,199.73,2004Q3
2407,ME,203.76,2004Q4
2408,ME,209.79,2005Q1
2409,ME,214.52,2005Q2
2410,ME,218.17,2005Q3
2411,ME,220.44,2005Q4
2412,ME,220.29,2006Q1
2413,ME,219.45,2006Q2
2414,ME,219.76,2006Q3
2415,ME,219.39,2006Q4
2416,ME,219.62,2007Q1
2417,ME,220.84,2007Q2
2418,ME,219.47,2007Q3
2419,ME,220.59,2007Q4
2420,ME,217.1,2008Q1
2421,ME,215.56,2008Q2
2422,ME,214.56,2008Q3
2423,ME,205.73,2008Q4
2424,ME,211.46,2009Q1
2425,ME,210.95,2009Q2
2426,ME,205.34,2009Q3
2427,ME,204.24,2009Q4
2428,ME,204.36,2010Q1
2429,ME,199.79,2010Q2
2430,ME,202.95,2010Q3
2431,ME,201.12,2010Q4
2432,ME,197.6,2011Q1
2433,ME,196.26,2011Q2
2434,ME,198.34,2011Q3
2435,ME,198.56,2011Q4
2436,ME,194.73,2012Q1
2437,ME,196.16,2012Q2
2438,ME,193.65,2012Q3
2439,ME,199.33,2012Q4
2440,ME,203.15,2013Q1
2441,ME,202.09,2013Q2
2442,ME,202.57,2013Q3
2443,ME,200.58,2013Q4
2444,ME,204.62,2014Q1
2445,ME,205.79,2014Q2
2446,ME,208.38,2014Q3
2447,ME,205.78,2014Q4
2448,ME,207.28,2015Q1
2449,ME,215.12,2015Q2
2450,ME,212.02,2015Q3
2451,ME,214.64,2015Q4
2452,ME,218.5,2016Q1
2453,ME,218.94,2016Q2
2454,ME,223.05,2016Q3
2455,ME,229.57,2016Q4
2456,ME,229.63,2017Q1
2457,ME,234.23,2017Q2
2458,ME,238.94,2017Q3
2459,ME,240.46,2017Q4
2460,ME,243.82,2018Q1
2461,ME,249.61,2018Q2
2462,ME,251.47,2018Q3
2463,ME,256.37,2018Q4
2464,MI,100.0,1991Q1
2465,MI,100.81,1991Q2
2466,MI,101.25,1991Q3
2467,MI,102.24,1991Q4
2468,MI,103.73,1992Q1
2469,MI,103.89,1992Q2
2470,MI,104.81,1992Q3
2471,MI,106.0,1992Q4
2472,MI,105.64,1993Q1
2473,MI,107.02,1993Q2
2474,MI,107.98,1993Q3
2475,MI,109.33,1993Q4
2476,MI,110.66,1994Q1
2477,MI,112.15,1994Q2
2478,MI,113.9,1994Q3
2479,MI,115.63,1994Q4
2480,MI,117.86,1995Q1
2481,MI,120.31,1995Q2
2482,MI,122.73,1995Q3
2483,MI,125.31,1995Q4
2484,MI,127.85,1996Q1
2485,MI,130.37,1996Q2
2486,MI,132.73,1996Q3
2487,MI,134.85,1996Q4
2488,MI,136.99,1997Q1
2489,MI,139.08,1997Q2
2490,MI,140.63,1997Q3
2491,MI,143.05,1997Q4
2492,MI,145.11,1998Q1
2493,MI,147.54,1998Q2
2494,MI,149.96,1998Q3
2495,MI,152.7,1998Q4
2496,MI,155.31,1999Q1
2497,MI,157.79,1999Q2
2498,MI,160.32,1999Q3
2499,MI,162.97,1999Q4
2500,MI,165.93,2000Q1
2501,MI,168.9,2000Q2
2502,MI,171.28,2000Q3
2503,MI,173.22,2000Q4
2504,MI,175.53,2001Q1
2505,MI,177.31,2001Q2
2506,MI,179.66,2001Q3
2507,MI,181.29,2001Q4
2508,MI,183.21,2002Q1
2509,MI,184.85,2002Q2
2510,MI,186.13,2002Q3
2511,MI,188.35,2002Q4
2512,MI,189.91,2003Q1
2513,MI,190.43,2003Q2
2514,MI,192.82,2003Q3
2515,MI,194.39,2003Q4
2516,MI,195.92,2004Q1
2517,MI,197.01,2004Q2
2518,MI,198.25,2004Q3
2519,MI,200.02,2004Q4
2520,MI,200.66,2005Q1
2521,MI,200.89,2005Q2
2522,MI,201.31,2005Q3
2523,MI,200.15,2005Q4
2524,MI,197.88,2006Q1
2525,MI,196.46,2006Q2
2526,MI,194.65,2006Q3
2527,MI,191.42,2006Q4
2528,MI,189.62,2007Q1
2529,MI,186.11,2007Q2
2530,MI,180.24,2007Q3
2531,MI,173.68,2007Q4
2532,MI,169.4,2008Q1
2533,MI,162.81,2008Q2
2534,MI,158.06,2008Q3
2535,MI,152.09,2008Q4
2536,MI,158.48,2009Q1
2537,MI,152.57,2009Q2
2538,MI,148.63,2009Q3
2539,MI,147.37,2009Q4
2540,MI,144.71,2010Q1
2541,MI,145.18,2010Q2
2542,MI,143.81,2010Q3
2543,MI,143.66,2010Q4
2544,MI,139.88,2011Q1
2545,MI,138.02,2011Q2
2546,MI,140.55,2011Q3
2547,MI,141.43,2011Q4
2548,MI,141.78,2012Q1
2549,MI,146.32,2012Q2
2550,MI,148.99,2012Q3
2551,MI,151.54,2012Q4
2552,MI,156.48,2013Q1
2553,MI,160.56,2013Q2
2554,MI,163.83,2013Q3
2555,MI,165.03,2013Q4
2556,MI,168.8,2014Q1
2557,MI,170.96,2014Q2
2558,MI,174.45,2014Q3
2559,MI,177.22,2014Q4
2560,MI,178.82,2015Q1
2561,MI,182.47,2015Q2
2562,MI,183.62,2015Q3
2563,MI,188.54,2015Q4
2564,MI,190.9,2016Q1
2565,MI,193.44,2016Q2
2566,MI,197.5,2016Q3
2567,MI,200.75,2016Q4
2568,MI,205.52,2017Q1
2569,MI,209.24,2017Q2
2570,MI,212.95,2017Q3
2571,MI,217.52,2017Q4
2572,MI,222.44,2018Q1
2573,MI,225.86,2018Q2
2574,MI,229.42,2018Q3
2575,MI,233.51,2018Q4
2576,MN,100.0,1991Q1
2577,MN,98.77,1991Q2
2578,MN,99.25,1991Q3
2579,MN,100.35,1991Q4
2580,MN,101.29,1992Q1
2581,MN,102.16,1992Q2
2582,MN,103.49,1992Q3
2583,MN,104.38,1992Q4
2584,MN,105.6,1993Q1
2585,MN,107.06,1993Q2
2586,MN,108.29,1993Q3
2587,MN,109.53,1993Q4
2588,MN,111.3,1994Q1
2589,MN,112.37,1994Q2
2590,MN,112.67,1994Q3
2591,MN,114.0,1994Q4
2592,MN,114.4,1995Q1
2593,MN,115.73,1995Q2
2594,MN,117.6,1995Q3
2595,MN,119.08,1995Q4
2596,MN,120.24,1996Q1
2597,MN,121.93,1996Q2
2598,MN,122.71,1996Q3
2599,MN,124.5,1996Q4
2600,MN,125.5,1997Q1
2601,MN,126.24,1997Q2
2602,MN,127.83,1997Q3
2603,MN,128.85,1997Q4
2604,MN,130.98,1998Q1
2605,MN,133.15,1998Q2
2606,MN,136.23,1998Q3
2607,MN,139.69,1998Q4
2608,MN,142.37,1999Q1
2609,MN,146.84,1999Q2
2610,MN,150.24,1999Q3
2611,MN,153.86,1999Q4
2612,MN,158.67,2000Q1
2613,MN,163.06,2000Q2
2614,MN,167.27,2000Q3
2615,MN,172.2,2000Q4
2616,MN,177.01,2001Q1
2617,MN,181.99,2001Q2
2618,MN,186.55,2001Q3
2619,MN,189.84,2001Q4
2620,MN,193.9,2002Q1
2621,MN,198.93,2002Q2
2622,MN,203.57,2002Q3
2623,MN,207.8,2002Q4
2624,MN,212.29,2003Q1
2625,MN,215.89,2003Q2
2626,MN,219.5,2003Q3
2627,MN,225.12,2003Q4
2628,MN,228.53,2004Q1
2629,MN,231.8,2004Q2
2630,MN,236.19,2004Q3
2631,MN,239.49,2004Q4
2632,MN,242.12,2005Q1
2633,MN,245.65,2005Q2
2634,MN,249.08,2005Q3
2635,MN,252.42,2005Q4
2636,MN,252.49,2006Q1
2637,MN,252.32,2006Q2
2638,MN,250.55,2006Q3
2639,MN,249.64,2006Q4
2640,MN,251.9,2007Q1
2641,MN,249.58,2007Q2
2642,MN,245.5,2007Q3
2643,MN,239.52,2007Q4
2644,MN,235.44,2008Q1
2645,MN,228.75,2008Q2
2646,MN,225.3,2008Q3
2647,MN,217.12,2008Q4
2648,MN,220.34,2009Q1
2649,MN,216.72,2009Q2
2650,MN,212.85,2009Q3
2651,MN,212.99,2009Q4
2652,MN,210.01,2010Q1
2653,MN,210.95,2010Q2
2654,MN,206.81,2010Q3
2655,MN,204.67,2010Q4
2656,MN,196.92,2011Q1
2657,MN,194.72,2011Q2
2658,MN,196.42,2011Q3
2659,MN,197.75,2011Q4
2660,MN,197.51,2012Q1
2661,MN,201.2,2012Q2
2662,MN,205.16,2012Q3
2663,MN,207.93,2012Q4
2664,MN,213.57,2013Q1
2665,MN,216.19,2013Q2
2666,MN,221.56,2013Q3
2667,MN,222.07,2013Q4
2668,MN,226.5,2014Q1
2669,MN,227.92,2014Q2
2670,MN,227.82,2014Q3
2671,MN,230.99,2014Q4
2672,MN,231.11,2015Q1
2673,MN,237.01,2015Q2
2674,MN,239.21,2015Q3
2675,MN,243.91,2015Q4
2676,MN,247.06,2016Q1
2677,MN,249.65,2016Q2
2678,MN,254.7,2016Q3
2679,MN,258.78,2016Q4
2680,MN,263.26,2017Q1
2681,MN,267.25,2017Q2
2682,MN,270.69,2017Q3
2683,MN,274.91,2017Q4
2684,MN,281.29,2018Q1
2685,MN,285.25,2018Q2
2686,MN,289.12,2018Q3
2687,MN,292.78,2018Q4
2688,MO,100.0,1991Q1
2689,MO,100.43,1991Q2
2690,MO,100.59,1991Q3
2691,MO,101.94,1991Q4
2692,MO,102.57,1992Q1
2693,MO,102.98,1992Q2
2694,MO,103.47,1992Q3
2695,MO,104.06,1992Q4
2696,MO,104.15,1993Q1
2697,MO,106.04,1993Q2
2698,MO,107.38,1993Q3
2699,MO,108.97,1993Q4
2700,MO,110.64,1994Q1
2701,MO,111.85,1994Q2
2702,MO,113.15,1994Q3
2703,MO,113.8,1994Q4
2704,MO,115.22,1995Q1
2705,MO,116.22,1995Q2
2706,MO,118.03,1995Q3
2707,MO,119.18,1995Q4
2708,MO,120.12,1996Q1
2709,MO,121.85,1996Q2
2710,MO,122.77,1996Q3
2711,MO,123.97,1996Q4
2712,MO,125.19,1997Q1
2713,MO,125.37,1997Q2
2714,MO,126.27,1997Q3
2715,MO,127.75,1997Q4
2716,MO,129.27,1998Q1
2717,MO,130.83,1998Q2
2718,MO,132.62,1998Q3
2719,MO,134.69,1998Q4
2720,MO,136.88,1999Q1
2721,MO,138.45,1999Q2
2722,MO,140.39,1999Q3
2723,MO,141.61,1999Q4
2724,MO,143.61,2000Q1
2725,MO,146.45,2000Q2
2726,MO,147.63,2000Q3
2727,MO,150.27,2000Q4
2728,MO,151.6,2001Q1
2729,MO,154.86,2001Q2
2730,MO,156.82,2001Q3
2731,MO,158.64,2001Q4
2732,MO,160.24,2002Q1
2733,MO,162.16,2002Q2
2734,MO,164.1,2002Q3
2735,MO,166.7,2002Q4
2736,MO,169.23,2003Q1
2737,MO,170.69,2003Q2
2738,MO,173.64,2003Q3
2739,MO,176.33,2003Q4
2740,MO,179.1,2004Q1
2741,MO,181.07,2004Q2
2742,MO,183.1,2004Q3
2743,MO,186.49,2004Q4
2744,MO,188.24,2005Q1
2745,MO,191.76,2005Q2
2746,MO,194.26,2005Q3
2747,MO,197.54,2005Q4
2748,MO,200.16,2006Q1
2749,MO,200.61,2006Q2
2750,MO,202.15,2006Q3
2751,MO,203.1,2006Q4
2752,MO,204.77,2007Q1
2753,MO,204.0,2007Q2
2754,MO,204.31,2007Q3
2755,MO,201.24,2007Q4
2756,MO,197.01,2008Q1
2757,MO,196.55,2008Q2
2758,MO,193.07,2008Q3
2759,MO,191.06,2008Q4
2760,MO,191.43,2009Q1
2761,MO,189.81,2009Q2
2762,MO,188.15,2009Q3
2763,MO,189.37,2009Q4
2764,MO,185.45,2010Q1
2765,MO,187.28,2010Q2
2766,MO,183.18,2010Q3
2767,MO,178.31,2010Q4
2768,MO,175.9,2011Q1
2769,MO,174.41,2011Q2
2770,MO,176.48,2011Q3
2771,MO,176.41,2011Q4
2772,MO,177.77,2012Q1
2773,MO,179.21,2012Q2
2774,MO,179.48,2012Q3
2775,MO,181.87,2012Q4
2776,MO,183.85,2013Q1
2777,MO,185.6,2013Q2
2778,MO,187.14,2013Q3
2779,MO,187.62,2013Q4
2780,MO,189.58,2014Q1
2781,MO,190.92,2014Q2
2782,MO,193.0,2014Q3
2783,MO,195.73,2014Q4
2784,MO,195.31,2015Q1
2785,MO,198.13,2015Q2
2786,MO,201.6,2015Q3
2787,MO,204.08,2015Q4
2788,MO,209.83,2016Q1
2789,MO,208.14,2016Q2
2790,MO,212.64,2016Q3
2791,MO,215.84,2016Q4
2792,MO,217.56,2017Q1
2793,MO,222.09,2017Q2
2794,MO,224.3,2017Q3
2795,MO,227.93,2017Q4
2796,MO,232.66,2018Q1
2797,MO,235.66,2018Q2
2798,MO,240.04,2018Q3
2799,MO,244.47,2018Q4
2800,MS,100.0,1991Q1
2801,MS,99.14,1991Q2
2802,MS,99.4,1991Q3
2803,MS,101.08,1991Q4
2804,MS,103.41,1992Q1
2805,MS,103.87,1992Q2
2806,MS,104.14,1992Q3
2807,MS,104.41,1992Q4
2808,MS,105.41,1993Q1
2809,MS,106.42,1993Q2
2810,MS,108.23,1993Q3
2811,MS,109.84,1993Q4
2812,MS,111.52,1994Q1
2813,MS,113.3,1994Q2
2814,MS,114.41,1994Q3
2815,MS,115.9,1994Q4
2816,MS,116.53,1995Q1
2817,MS,118.02,1995Q2
2818,MS,119.21,1995Q3
2819,MS,120.31,1995Q4
2820,MS,120.92,1996Q1
2821,MS,121.74,1996Q2
2822,MS,124.31,1996Q3
2823,MS,124.88,1996Q4
2824,MS,125.53,1997Q1
2825,MS,126.6,1997Q2
2826,MS,126.88,1997Q3
2827,MS,127.85,1997Q4
2828,MS,130.06,1998Q1
2829,MS,131.23,1998Q2
2830,MS,132.09,1998Q3
2831,MS,134.6,1998Q4
2832,MS,136.31,1999Q1
2833,MS,137.42,1999Q2
2834,MS,138.72,1999Q3
2835,MS,138.55,1999Q4
2836,MS,139.5,2000Q1
2837,MS,141.67,2000Q2
2838,MS,142.98,2000Q3
2839,MS,142.96,2000Q4
2840,MS,143.49,2001Q1
2841,MS,144.91,2001Q2
2842,MS,146.28,2001Q3
2843,MS,147.64,2001Q4
2844,MS,148.42,2002Q1
2845,MS,147.69,2002Q2
2846,MS,150.19,2002Q3
2847,MS,152.66,2002Q4
2848,MS,153.65,2003Q1
2849,MS,154.12,2003Q2
2850,MS,155.15,2003Q3
2851,MS,155.71,2003Q4
2852,MS,158.03,2004Q1
2853,MS,160.53,2004Q2
2854,MS,162.35,2004Q3
2855,MS,162.85,2004Q4
2856,MS,166.88,2005Q1
2857,MS,168.56,2005Q2
2858,MS,173.29,2005Q3
2859,MS,178.37,2005Q4
2860,MS,181.7,2006Q1
2861,MS,185.81,2006Q2
2862,MS,188.51,2006Q3
2863,MS,191.8,2006Q4
2864,MS,197.07,2007Q1
2865,MS,194.47,2007Q2
2866,MS,193.36,2007Q3
2867,MS,194.29,2007Q4
2868,MS,192.9,2008Q1
2869,MS,191.69,2008Q2
2870,MS,185.68,2008Q3
2871,MS,186.36,2008Q4
2872,MS,180.77,2009Q1
2873,MS,181.69,2009Q2
2874,MS,182.62,2009Q3
2875,MS,178.24,2009Q4
2876,MS,175.86,2010Q1
2877,MS,176.04,2010Q2
2878,MS,176.95,2010Q3
2879,MS,172.97,2010Q4
2880,MS,172.17,2011Q1
2881,MS,172.5,2011Q2
2882,MS,172.52,2011Q3
2883,MS,176.37,2011Q4
2884,MS,173.33,2012Q1
2885,MS,173.37,2012Q2
2886,MS,176.48,2012Q3
2887,MS,176.5,2012Q4
2888,MS,180.26,2013Q1
2889,MS,180.92,2013Q2
2890,MS,177.9,2013Q3
2891,MS,178.77,2013Q4
2892,MS,179.67,2014Q1
