,state,index_sa,TimePeriod
1145,GA,121.9,1997Q2
1146,GA,123.35,1997Q3
1147,GA,124.9,1997Q4
1148,GA,126.77,1998Q1
1149,GA,128.8,1998Q2
1150,GA,130.8,1998Q3
1151,GA,132.99,1998Q4
1152,GA,135.55,1999Q1
1153,GA,137.65,1999Q2
1154,GA,140.41,1999Q3
1155,GA,142.57,1999Q4
1156,GA,144.72,2000Q1
1157,GA,147.54,2000Q2
1158,GA,149.3,2000Q3
1159,GA,151.71,2000Q4
1160,GA,153.7,2001Q1
1161,GA,155.8,2001Q2
1162,GA,157.34,2001Q3
1163,GA,158.98,2001Q4
1164,GA,161.4,2002Q1
1165,GA,161.86,2002Q2
1166,GA,163.89,2002Q3
1167,GA,166.23,2002Q4
1168,GA,168.12,2003Q1
1169,GA,168.64,2003Q2
1170,GA,170.24,2003Q3
1171,GA,171.06,2003Q4
1172,GA,172.68,2004Q1
1173,GA,174.55,2004Q2
1174,GA,176.8,2004Q3
1175,GA,178.9,2004Q4
1176,GA,181.56,2005Q1
1177,GA,184.37,2005Q2
1178,GA,187.3,2005Q3
1179,GA,191.12,2005Q4
1180,GA,193.54,2006Q1
1181,GA,195.22,2006Q2
1182,GA,196.15,2006Q3
1183,GA,199.46,2006Q4
1184,GA,200.41,2007Q1
1185,GA,201.59,2007Q2
1186,GA,198.6,2007Q3
1187,GA,197.23,2007Q4
1188,GA,193.54,2008Q1
1189,GA,189.3,2008Q2
1190,GA,184.4,2008Q3
1191,GA,175.23,2008Q4
1192,GA,177.64,2009Q1
1193,GA,171.97,2009Q2
1194,GA,174.03,2009Q3
1195,GA,169.6,2009Q4
1196,GA,164.62,2010Q1
1197,GA,165.94,2010Q2
1198,GA,158.06,2010Q3
1199,GA,152.88,2010Q4
1200,GA,151.54,2011Q1
1201,GA,146.96,2011Q2
1202,GA,147.31,2011Q3
1203,GA,149.18,2011Q4
1204,GA,148.06,2012Q1
1205,GA,152.11,2012Q2
1206,GA,155.47,2012Q3
1207,GA,159.08,2012Q4
1208,GA,163.05,2013Q1
1209,GA,167.49,2013Q2
1210,GA,170.84,2013Q3
1211,GA,173.55,2013Q4
1212,GA,179.83,2014Q1
1213,GA,178.74,2014Q2
1214,GA,181.46,2014Q3
1215,GA,185.83,2014Q4
1216,GA,189.22,2015Q1
1217,GA,191.87,2015Q2
1218,GA,194.76,2015Q3
1219,GA,198.52,2015Q4
1220,GA,201.59,2016Q1
1221,GA,205.42,2016Q2
1222,GA,208.64,2016Q3
1223,GA,213.16,2016Q4
1224,GA,215.77,2017Q1
1225,GA,220.53,2017Q2
1226,GA,224.28,2017Q3
1227,GA,227.91,2017Q4
1228,GA,233.87,2018Q1
1229,GA,238.48,2018Q2
1230,GA,243.45,2018Q3
1231,GA,246.71,2018Q4
1232,HI,100.0,1991Q1
1233,HI,97.58,1991Q2
1234,HI,99.45,1991Q3
1235,HI,98.44,1991Q4
1236,HI,102.84,1992Q1
1237,HI,97.53,1992Q2
1238,HI,102.0,1992Q3
1239,HI,102.08,1992Q4
1240,HI,101.65,1993Q1
1241,HI,103.06,1993Q2
1242,HI,99.21,1993Q3
1243,HI,100.46,1993Q4
1244,HI,98.77,1994Q1
1245,HI,100.11,1994Q2
1246,HI,99.74,1994Q3
1247,HI,97.9,1994Q4
1248,HI,98.79,1995Q1
1249,HI,95.23,1995Q2
1250,HI,94.64,1995Q3
1251,HI,94.84,1995Q4
1252,HI,90.42,1996Q1
1253,HI,93.22,1996Q2
1254,HI,89.62,1996Q3
1255,HI,89.21,1996Q4
1256,HI,83.14,1997Q1
1257,HI,82.34,1997Q2
1258,HI,83.35,1997Q3
1259,HI,82.25,1997Q4
1260,HI,83.84,1998Q1
1261,HI,84.71,1998Q2
1262,HI,82.63,1998Q3
1263,HI,82.66,1998Q4
1264,HI,84.65,1999Q1
1265,HI,82.05,1999Q2
1266,HI,82.74,1999Q3
1267,HI,85.27,1999Q4
1268,HI,89.95,2000Q1
1269,HI,89.03,2000Q2
1270,HI,89.46,2000Q3
1271,HI,92.31,2000Q4
1272,HI,95.88,2001Q1
1273,HI,97.96,2001Q2
1274,HI,99.52,2001Q3
1275,HI,101.17,2001Q4
1276,HI,102.2,2002Q1
1277,HI,107.81,2002Q2
1278,HI,110.98,2002Q3
1279,HI,113.68,2002Q4
1280,HI,117.42,2003Q1
1281,HI,119.32,2003Q2
1282,HI,128.79,2003Q3
1283,HI,137.49,2003Q4
1284,HI,141.66,2004Q1
1285,HI,152.25,2004Q2
1286,HI,164.52,2004Q3
1287,HI,168.99,2004Q4
1288,HI,178.64,2005Q1
1289,HI,192.53,2005Q2
1290,HI,202.8,2005Q3
1291,HI,203.71,2005Q4
1292,HI,214.5,2006Q1
1293,HI,211.47,2006Q2
1294,HI,208.56,2006Q3
1295,HI,212.4,2006Q4
1296,HI,215.17,2007Q1
1297,HI,214.02,2007Q2
1298,HI,210.81,2007Q3
1299,HI,206.84,2007Q4
1300,HI,206.12,2008Q1
1301,HI,205.15,2008Q2
1302,HI,195.57,2008Q3
1303,HI,200.51,2008Q4
1304,HI,192.36,2009Q1
1305,HI,180.33,2009Q2
1306,HI,183.54,2009Q3
1307,HI,179.34,2009Q4
1308,HI,177.02,2010Q1
1309,HI,176.88,2010Q2
1310,HI,172.76,2010Q3
1311,HI,177.03,2010Q4
1312,HI,157.6,2011Q1
1313,HI,168.58,2011Q2
1314,HI,171.68,2011Q3
1315,HI,165.73,2011Q4
1316,HI,168.98,2012Q1
1317,HI,178.17,2012Q2
1318,HI,176.97,2012Q3
1319,HI,182.62,2012Q4
1320,HI,189.01,2013Q1
1321,HI,192.26,2013Q2
1322,HI,194.71,2013Q3
1323,HI,197.69,2013Q4
1324,HI,205.25,2014Q1
1325,HI,199.9,2014Q2
1326,HI,207.63,2014Q3
1327,HI,211.15,2014Q4
1328,HI,213.91,2015Q1
1329,HI,215.76,2015Q2
1330,HI,218.07,2015Q3
1331,HI,222.59,2015Q4
1332,HI,226.82,2016Q1
1333,HI,221.1,2016Q2
1334,HI,223.51,2016Q3
1335,HI,233.49,2016Q4
1336,HI,229.05,2017Q1
1337,HI,244.55,2017Q2
1338,HI,251.61,2017Q3
1339,HI,252.32,2017Q4
1340,HI,248.83,2018Q1
1341,HI,253.49,2018Q2
1342,HI,261.14,2018Q3
1343,HI,265.87,2018Q4
1344,IA,100.0,1991Q1
1345,IA,100.65,1991Q2
1346,IA,101.41,1991Q3
1347,IA,102.65,1991Q4
1348,IA,103.8,1992Q1
1349,IA,106.13,1992Q2
1350,IA,107.18,1992Q3
1351,IA,108.4,1992Q4
1352,IA,110.95,1993Q1
1353,IA,112.31,1993Q2
1354,IA,114.61,1993Q3
1355,IA,117.65,1993Q4
1356,IA,118.93,1994Q1
1357,IA,119.96,1994Q2
1358,IA,121.72,1994Q3
1359,IA,122.57,1994Q4
1360,IA,123.68,1995Q1
1361,IA,125.49,1995Q2
1362,IA,127.4,1995Q3
1363,IA,128.59,1995Q4
1364,IA,130.25,1996Q1
1365,IA,131.27,1996Q2
1366,IA,132.43,1996Q3
1367,IA,133.21,1996Q4
1368,IA,134.19,1997Q1
1369,IA,135.41,1997Q2
1370,IA,136.16,1997Q3
1371,IA,137.77,1997Q4
1372,IA,139.73,1998Q1
1373,IA,141.34,1998Q2
1374,IA,142.94,1998Q3
1375,IA,146.22,1998Q4
1376,IA,146.53,1999Q1
1377,IA,149.11,1999Q2
1378,IA,150.26,1999Q3
1379,IA,152.11,1999Q4
1380,IA,153.84,2000Q1
1381,IA,155.16,2000Q2
1382,IA,157.05,2000Q3
1383,IA,157.38,2000Q4
1384,IA,159.55,2001Q1
1385,IA,160.69,2001Q2
1386,IA,161.88,2001Q3
1387,IA,163.61,2001Q4
1388,IA,164.32,2002Q1
1389,IA,166.18,2002Q2
1390,IA,168.1,2002Q3
1391,IA,170.0,2002Q4
1392,IA,171.6,2003Q1
1393,IA,172.57,2003Q2
1394,IA,174.51,2003Q3
1395,IA,175.7,2003Q4
1396,IA,177.66,2004Q1
1397,IA,180.15,2004Q2
1398,IA,181.65,2004Q3
1399,IA,184.7,2004Q4
1400,IA,184.82,2005Q1
1401,IA,188.87,2005Q2
1402,IA,188.49,2005Q3
1403,IA,190.7,2005Q4
1404,IA,193.17,2006Q1
1405,IA,194.67,2006Q2
1406,IA,195.33,2006Q3
1407,IA,195.69,2006Q4
1408,IA,197.74,2007Q1
1409,IA,198.06,2007Q2
1410,IA,199.28,2007Q3
1411,IA,197.91,2007Q4
1412,IA,198.08,2008Q1
1413,IA,196.71,2008Q2
1414,IA,195.28,2008Q3
1415,IA,196.16,2008Q4
1416,IA,194.1,2009Q1
1417,IA,193.65,2009Q2
1418,IA,195.47,2009Q3
1419,IA,194.94,2009Q4
1420,IA,194.48,2010Q1
1421,IA,195.55,2010Q2
1422,IA,190.09,2010Q3
1423,IA,193.66,2010Q4
1424,IA,189.07,2011Q1
1425,IA,190.34,2011Q2
1426,IA,191.34,2011Q3
1427,IA,192.02,2011Q4
1428,IA,195.16,2012Q1
1429,IA,194.66,2012Q2
1430,IA,196.01,2012Q3
1431,IA,197.68,2012Q4
1432,IA,199.38,2013Q1
1433,IA,202.0,2013Q2
1434,IA,202.82,2013Q3
1435,IA,205.16,2013Q4
1436,IA,205.7,2014Q1
1437,IA,206.59,2014Q2
1438,IA,209.09,2014Q3
1439,IA,209.74,2014Q4
1440,IA,211.85,2015Q1
1441,IA,213.87,2015Q2
1442,IA,214.96,2015Q3
1443,IA,219.02,2015Q4
1444,IA,220.4,2016Q1
1445,IA,222.34,2016Q2
1446,IA,226.8,2016Q3
1447,IA,227.91,2016Q4
1448,IA,231.39,2017Q1
1449,IA,232.4,2017Q2
1450,IA,235.15,2017Q3
1451,IA,238.7,2017Q4
1452,IA,241.21,2018Q1
1453,IA,246.04,2018Q2
1454,IA,247.4,2018Q3
1455,IA,249.13,2018Q4
1456,ID,100.0,1991Q1
1457,ID,100.44,1991Q2
1458,ID,102.22,1991Q3
1459,ID,105.09,1991Q4
1460,ID,106.69,1992Q1
1461,ID,109.02,1992Q2
1462,ID,110.74,1992Q3
1463,ID,113.55,1992Q4
1464,ID,116.23,1993Q1
1465,ID,117.85,1993Q2
1466,ID,122.69,1993Q3
1467,ID,123.97,1993Q4
1468,ID,125.96,1994Q1
1469,ID,129.29,1994Q2
1470,ID,131.27,1994Q3
1471,ID,131.96,1994Q4
1472,ID,134.08,1995Q1
1473,ID,134.41,1995Q2
1474,ID,135.3,1995Q3
1475,ID,136.46,1995Q4
1476,ID,136.62,1996Q1
1477,ID,137.12,1996Q2
1478,ID,137.77,1996Q3
1479,ID,138.82,1996Q4
1480,ID,138.92,1997Q1
1481,ID,139.46,1997Q2
1482,ID,140.49,1997Q3
1483,ID,141.14,1997Q4
1484,ID,142.06,1998Q1
1485,ID,142.85,1998Q2
1486,ID,143.47,1998Q3
1487,ID,144.08,1998Q4
1488,ID,145.75,1999Q1
1489,ID,147.22,1999Q2
1490,ID,147.44,1999Q3
1491,ID,149.57,1999Q4
1492,ID,150.55,2000Q1
1493,ID,150.81,2000Q2
1494,ID,150.36,2000Q3
1495,ID,154.03,2000Q4
1496,ID,155.46,2001Q1
1497,ID,156.73,2001Q2
1498,ID,157.41,2001Q3
1499,ID,158.21,2001Q4
1500,ID,158.89,2002Q1
1501,ID,160.95,2002Q2
1502,ID,162.19,2002Q3
1503,ID,164.14,2002Q4
1504,ID,166.96,2003Q1
1505,ID,168.07,2003Q2
1506,ID,171.57,2003Q3
1507,ID,173.81,2003Q4
1508,ID,176.89,2004Q1
1509,ID,183.39,2004Q2
1510,ID,189.61,2004Q3
1511,ID,192.98,2004Q4
1512,ID,201.39,2005Q1
1513,ID,206.57,2005Q2
1514,ID,216.91,2005Q3
1515,ID,228.1,2005Q4
1516,ID,235.84,2006Q1
1517,ID,245.79,2006Q2
1518,ID,249.38,2006Q3
1519,ID,256.74,2006Q4
1520,ID,258.88,2007Q1
1521,ID,261.89,2007Q2
1522,ID,260.67,2007Q3
1523,ID,259.75,2007Q4
1524,ID,258.74,2008Q1
1525,ID,249.44,2008Q2
1526,ID,243.86,2008Q3
1527,ID,235.58,2008Q4
1528,ID,238.14,2009Q1
1529,ID,231.67,2009Q2
1530,ID,222.53,2009Q3
1531,ID,217.04,2009Q4
1532,ID,208.41,2010Q1
1533,ID,204.27,2010Q2
1534,ID,197.28,2010Q3
1535,ID,189.2,2010Q4
1536,ID,180.07,2011Q1
1537,ID,178.1,2011Q2
1538,ID,181.74,2011Q3
1539,ID,182.53,2011Q4
1540,ID,185.75,2012Q1
1541,ID,196.75,2012Q2
1542,ID,198.14,2012Q3
1543,ID,202.49,2012Q4
1544,ID,209.1,2013Q1
1545,ID,212.48,2013Q2
1546,ID,217.21,2013Q3
1547,ID,218.09,2013Q4
1548,ID,223.12,2014Q1
1549,ID,222.71,2014Q2
1550,ID,225.48,2014Q3
1551,ID,228.69,2014Q4
1552,ID,231.31,2015Q1
1553,ID,238.41,2015Q2
1554,ID,242.11,2015Q3
1555,ID,252.04,2015Q4
1556,ID,252.85,2016Q1
1557,ID,257.52,2016Q2
1558,ID,265.67,2016Q3
1559,ID,269.73,2016Q4
1560,ID,278.56,2017Q1
1561,ID,283.47,2017Q2
1562,ID,287.8,2017Q3
1563,ID,302.27,2017Q4
1564,ID,309.16,2018Q1
1565,ID,321.44,2018Q2
1566,ID,330.84,2018Q3
1567,ID,338.32,2018Q4
1568,IL,100.0,1991Q1
1569,IL,100.3,1991Q2
1570,IL,101.13,1991Q3
1571,IL,102.28,1991Q4
1572,IL,103.32,1992Q1
1573,IL,104.27,1992Q2
1574,IL,104.84,1992Q3
1575,IL,106.64,1992Q4
1576,IL,107.38,1993Q1
1577,IL,108.37,1993Q2
1578,IL,110.01,1993Q3
1579,IL,110.61,1993Q4
1580,IL,112.71,1994Q1
1581,IL,113.91,1994Q2
1582,IL,114.59,1994Q3
1583,IL,115.48,1994Q4
1584,IL,116.11,1995Q1
1585,IL,117.43,1995Q2
1586,IL,118.45,1995Q3
1587,IL,118.96,1995Q4
1588,IL,120.2,1996Q1
1589,IL,121.15,1996Q2
1590,IL,121.55,1996Q3
1591,IL,122.33,1996Q4
1592,IL,122.6,1997Q1
1593,IL,123.33,1997Q2
1594,IL,124.0,1997Q3
1595,IL,124.64,1997Q4
1596,IL,125.58,1998Q1
1597,IL,126.25,1998Q2
1598,IL,127.6,1998Q3
1599,IL,129.63,1998Q4
1600,IL,131.16,1999Q1
1601,IL,132.76,1999Q2
1602,IL,134.78,1999Q3
1603,IL,136.67,1999Q4
1604,IL,138.66,2000Q1
1605,IL,140.93,2000Q2
1606,IL,143.37,2000Q3
1607,IL,145.53,2000Q4
1608,IL,148.33,2001Q1
1609,IL,150.82,2001Q2
1610,IL,153.17,2001Q3
1611,IL,155.24,2001Q4
1612,IL,158.0,2002Q1
1613,IL,160.64,2002Q2
1614,IL,163.21,2002Q3
1615,IL,166.28,2002Q4
1616,IL,168.89,2003Q1
1617,IL,171.94,2003Q2
1618,IL,174.74,2003Q3
1619,IL,178.32,2003Q4
1620,IL,180.92,2004Q1
1621,IL,183.91,2004Q2
1622,IL,187.23,2004Q3
1623,IL,189.63,2004Q4
1624,IL,193.16,2005Q1
1625,IL,196.36,2005Q2
1626,IL,200.03,2005Q3
1627,IL,203.15,2005Q4
1628,IL,206.59,2006Q1
1629,IL,208.63,2006Q2
1630,IL,209.01,2006Q3
1631,IL,209.3,2006Q4
1632,IL,213.57,2007Q1
1633,IL,210.84,2007Q2
1634,IL,208.69,2007Q3
1635,IL,207.06,2007Q4
1636,IL,203.51,2008Q1
1637,IL,199.43,2008Q2
1638,IL,194.39,2008Q3
1639,IL,190.54,2008Q4
1640,IL,186.43,2009Q1
1641,IL,183.18,2009Q2
1642,IL,183.28,2009Q3
1643,IL,180.69,2009Q4
1644,IL,179.39,2010Q1
1645,IL,178.29,2010Q2
1646,IL,174.54,2010Q3
1647,IL,173.02,2010Q4
1648,IL,169.0,2011Q1
1649,IL,165.18,2011Q2
1650,IL,166.38,2011Q3
1651,IL,162.86,2011Q4
1652,IL,163.49,2012Q1
1653,IL,164.17,2012Q2
1654,IL,165.28,2012Q3
1655,IL,164.34,2012Q4
1656,IL,166.98,2013Q1
1657,IL,170.55,2013Q2
1658,IL,171.37,2013Q3
1659,IL,173.6,2013Q4
1660,IL,173.95,2014Q1
1661,IL,175.68,2014Q2
1662,IL,177.37,2014Q3
1663,IL,178.51,2014Q4
1664,IL,179.19,2015Q1
1665,IL,181.74,2015Q2
1666,IL,182.57,2015Q3
1667,IL,182.83,2015Q4
1668,IL,184.92,2016Q1
1669,IL,186.87,2016Q2
1670,IL,189.76,2016Q3
1671,IL,192.98,2016Q4
1672,IL,195.14,2017Q1
1673,IL,194.38,2017Q2
1674,IL,196.5,2017Q3
1675,IL,199.56,2017Q4
1676,IL,201.92,2018Q1
1677,IL,203.02,2018Q2
1678,IL,204.24,2018Q3
1679,IL,205.07,2018Q4
1680,IN,100.0,1991Q1
1681,IN,99.8,1991Q2
1682,IN,100.42,1991Q3
1683,IN,101.21,1991Q4
1684,IN,102.22,1992Q1
1685,IN,103.61,1992Q2
1686,IN,104.73,1992Q3
1687,IN,105.66,1992Q4
1688,IN,106.87,1993Q1
1689,IN,108.2,1993Q2
1690,IN,109.58,1993Q3
1691,IN,111.25,1993Q4
1692,IN,112.36,1994Q1
1693,IN,113.43,1994Q2
1694,IN,114.58,1994Q3
1695,IN,115.91,1994Q4
1696,IN,118.17,1995Q1
1697,IN,118.15,1995Q2
1698,IN,120.12,1995Q3
1699,IN,120.84,1995Q4
1700,IN,122.33,1996Q1
1701,IN,123.88,1996Q2
1702,IN,125.11,1996Q3
1703,IN,126.02,1996Q4
1704,IN,126.17,1997Q1
1705,IN,127.29,1997Q2
1706,IN,128.05,1997Q3
1707,IN,129.11,1997Q4
1708,IN,130.09,1998Q1
1709,IN,131.3,1998Q2
1710,IN,132.19,1998Q3
1711,IN,134.46,1998Q4
1712,IN,135.12,1999Q1
1713,IN,136.0,1999Q2
1714,IN,137.89,1999Q3
1715,IN,138.27,1999Q4
1716,IN,140.64,2000Q1
1717,IN,141.21,2000Q2
1718,IN,142.32,2000Q3
1719,IN,142.39,2000Q4
1720,IN,143.95,2001Q1
1721,IN,144.75,2001Q2
1722,IN,145.09,2001Q3
1723,IN,147.26,2001Q4
1724,IN,147.83,2002Q1
1725,IN,148.27,2002Q2
1726,IN,149.05,2002Q3
1727,IN,149.58,2002Q4
1728,IN,151.39,2003Q1
1729,IN,152.2,2003Q2
1730,IN,153.47,2003Q3
1731,IN,154.87,2003Q4
1732,IN,155.43,2004Q1
1733,IN,157.75,2004Q2
1734,IN,159.0,2004Q3
1735,IN,159.89,2004Q4
1736,IN,161.14,2005Q1
1737,IN,162.07,2005Q2
1738,IN,162.86,2005Q3
1739,IN,165.41,2005Q4
1740,IN,165.45,2006Q1
1741,IN,166.62,2006Q2
1742,IN,167.17,2006Q3
1743,IN,167.56,2006Q4
1744,IN,168.7,2007Q1
1745,IN,169.12,2007Q2
1746,IN,168.87,2007Q3
1747,IN,165.68,2007Q4
1748,IN,165.38,2008Q1
1749,IN,162.28,2008Q2
1750,IN,162.45,2008Q3
1751,IN,158.16,2008Q4
1752,IN,159.43,2009Q1
1753,IN,158.77,2009Q2
1754,IN,157.44,2009Q3
1755,IN,158.58,2009Q4
1756,IN,157.2,2010Q1
1757,IN,157.53,2010Q2
1758,IN,157.25,2010Q3
1759,IN,155.96,2010Q4
1760,IN,154.37,2011Q1
1761,IN,155.5,2011Q2
1762,IN,156.25,2011Q3
1763,IN,156.99,2011Q4
1764,IN,156.0,2012Q1
1765,IN,157.52,2012Q2
1766,IN,157.08,2012Q3
1767,IN,159.23,2012Q4
1768,IN,161.11,2013Q1
1769,IN,162.62,2013Q2
1770,IN,165.32,2013Q3
1771,IN,165.32,2013Q4
1772,IN,167.1,2014Q1
1773,IN,167.08,2014Q2
1774,IN,168.72,2014Q3
1775,IN,170.47,2014Q4
1776,IN,172.97,2015Q1
1777,IN,174.55,2015Q2
1778,IN,175.33,2015Q3
1779,IN,177.42,2015Q4
1780,IN,179.56,2016Q1
1781,IN,182.26,2016Q2
1782,IN,185.66,2016Q3
1783,IN,187.63,2016Q4
1784,IN,189.27,2017Q1
1785,IN,191.86,2017Q2
1786,IN,195.2,2017Q3
1787,IN,200.64,2017Q4
1788,IN,204.48,2018Q1
1789,IN,208.55,2018Q2
1790,IN,211.12,2018Q3
1791,IN,213.27,2018Q4
1792,KS,100.0,1991Q1
1793,KS,99.61,1991Q2
1794,KS,99.23,1991Q3
1795,KS,100.81,1991Q4
1796,KS,101.6,1992Q1
1797,KS,101.7,1992Q2
1798,KS,103.33,1992Q3
1799,KS,104.23,1992Q4
1800,KS,105.3,1993Q1
1801,KS,106.62,1993Q2
1802,KS,108.61,1993Q3
1803,KS,110.48,1993Q4
1804,KS,112.32,1994Q1
1805,KS,114.61,1994Q2
1806,KS,115.49,1994Q3
1807,KS,116.48,1994Q4
1808,KS,118.73,1995Q1
1809,KS,119.96,1995Q2
1810,KS,121.49,1995Q3
1811,KS,123.38,1995Q4
1812,KS,124.26,1996Q1
1813,KS,125.94,1996Q2
1814,KS,126.91,1996Q3
1815,KS,127.36,1996Q4
1816,KS,127.88,1997Q1
1817,KS,129.86,1997Q2
1818,KS,131.89,1997Q3
1819,KS,133.41,1997Q4
1820,KS,136.12,1998Q1
1821,KS,136.43,1998Q2
1822,KS,138.61,1998Q3
1823,KS,142.69,1998Q4
1824,KS,144.66,1999Q1
1825,KS,145.91,1999Q2
1826,KS,147.15,1999Q3
1827,KS,147.54,1999Q4
1828,KS,150.37,2000Q1
1829,KS,151.73,2000Q2
1830,KS,153.43,2000Q3
1831,KS,154.28,2000Q4
1832,KS,155.95,2001Q1
1833,KS,158.35,2001Q2
1834,KS,159.78,2001Q3
1835,KS,162.39,2001Q4
1836,KS,162.96,2002Q1
1837,KS,164.19,2002Q2
1838,KS,165.8,2002Q3
1839,KS,167.44,2002Q4
1840,KS,169.47,2003Q1
1841,KS,169.73,2003Q2
1842,KS,172.98,2003Q3
1843,KS,174.21,2003Q4
1844,KS,176.36,2004Q1
1845,KS,178.7,2004Q2
1846,KS,179.21,2004Q3
1847,KS,181.14,2004Q4
1848,KS,182.91,2005Q1
1849,KS,185.22,2005Q2
1850,KS,186.71,2005Q3
1851,KS,188.18,2005Q4
1852,KS,192.21,2006Q1
1853,KS,192.4,2006Q2
1854,KS,194.74,2006Q3
1855,KS,195.71,2006Q4
1856,KS,197.7,2007Q1
1857,KS,199.12,2007Q2
1858,KS,199.63,2007Q3
1859,KS,198.8,2007Q4
1860,KS,197.61,2008Q1
1861,KS,197.14,2008Q2
1862,KS,194.71,2008Q3
1863,KS,194.85,2008Q4
1864,KS,195.74,2009Q1
1865,KS,193.55,2009Q2
1866,KS,194.17,2009Q3
1867,KS,195.29,2009Q4
1868,KS,190.67,2010Q1
1869,KS,194.59,2010Q2
1870,KS,189.79,2010Q3
1871,KS,188.7,2010Q4
1872,KS,184.9,2011Q1
1873,KS,185.55,2011Q2
1874,KS,186.05,2011Q3
1875,KS,186.1,2011Q4
1876,KS,187.18,2012Q1
1877,KS,188.39,2012Q2
1878,KS,191.28,2012Q3
1879,KS,191.82,2012Q4
1880,KS,189.85,2013Q1
1881,KS,193.78,2013Q2
1882,KS,194.92,2013Q3
1883,KS,194.43,2013Q4
1884,KS,199.95,2014Q1
1885,KS,200.8,2014Q2
1886,KS,202.81,2014Q3
1887,KS,203.61,2014Q4
1888,KS,206.02,2015Q1
1889,KS,206.58,2015Q2
1890,KS,209.67,2015Q3
1891,KS,212.06,2015Q4
1892,KS,215.73,2016Q1
1893,KS,219.04,2016Q2
1894,KS,221.06,2016Q3
1895,KS,226.16,2016Q4
1896,KS,225.81,2017Q1
1897,KS,229.73,2017Q2
1898,KS,232.68,2017Q3
1899,KS,235.07,2017Q4
1900,KS,239.97,2018Q1
1901,KS,243.1,2018Q2
1902,KS,245.48,2018Q3
1903,KS,251.18,2018Q4
1904,KY,100.0,1991Q1
1905,KY,100.36,1991Q2
1906,KY,100.29,1991Q3
1907,KY,101.71,1991Q4
1908,KY,103.32,1992Q1
1909,KY,103.43,1992Q2
1910,KY,105.42,1992Q3
1911,KY,106.85,1992Q4
1912,KY,107.67,1993Q1
1913,KY,109.5,1993Q2
1914,KY,110.49,1993Q3
1915,KY,111.58,1993Q4
1916,KY,114.33,1994Q1
1917,KY,115.48,1994Q2
1918,KY,116.92,1994Q3
1919,KY,117.93,1994Q4
1920,KY,118.9,1995Q1
1921,KY,120.42,1995Q2
1922,KY,121.61,1995Q3
1923,KY,123.56,1995Q4
1924,KY,123.75,1996Q1
1925,KY,125.37,1996Q2
1926,KY,126.97,1996Q3
1927,KY,128.13,1996Q4
1928,KY,129.64,1997Q1
1929,KY,130.3,1997Q2
1930,KY,131.51,1997Q3
1931,KY,132.1,1997Q4
1932,KY,133.05,1998Q1
1933,KY,135.47,1998Q2
1934,KY,136.45,1998Q3
1935,KY,138.56,1998Q4
1936,KY,140.49,1999Q1
1937,KY,142.04,1999Q2
1938,KY,144.08,1999Q3
1939,KY,145.34,1999Q4
1940,KY,147.69,2000Q1
1941,KY,148.47,2000Q2
1942,KY,149.64,2000Q3
1943,KY,150.81,2000Q4
1944,KY,151.91,2001Q1
1945,KY,153.43,2001Q2
1946,KY,154.74,2001Q3
1947,KY,156.28,2001Q4
1948,KY,156.99,2002Q1
1949,KY,158.85,2002Q2
1950,KY,159.3,2002Q3
1951,KY,162.02,2002Q4
1952,KY,163.45,2003Q1
1953,KY,165.42,2003Q2
1954,KY,167.77,2003Q3
1955,KY,169.0,2003Q4
1956,KY,172.55,2004Q1
1957,KY,172.77,2004Q2
1958,KY,174.65,2004Q3
1959,KY,177.26,2004Q4
1960,KY,178.64,2005Q1
1961,KY,180.6,2005Q2
1962,KY,182.77,2005Q3
1963,KY,184.45,2005Q4
1964,KY,188.01,2006Q1
1965,KY,187.83,2006Q2
1966,KY,188.75,2006Q3
1967,KY,189.6,2006Q4
1968,KY,191.17,2007Q1
1969,KY,192.39,2007Q2
1970,KY,191.5,2007Q3
1971,KY,191.7,2007Q4
1972,KY,190.2,2008Q1
1973,KY,190.5,2008Q2
1974,KY,190.0,2008Q3
1975,KY,187.48,2008Q4
1976,KY,187.66,2009Q1
1977,KY,187.61,2009Q2
1978,KY,187.47,2009Q3
1979,KY,187.2,2009Q4
1980,KY,186.75,2010Q1
1981,KY,185.94,2010Q2
1982,KY,185.87,2010Q3
1983,KY,186.73,2010Q4
1984,KY,183.61,2011Q1
1985,KY,181.95,2011Q2
1986,KY,182.9,2011Q3
1987,KY,182.14,2011Q4
1988,KY,185.12,2012Q1
1989,KY,186.11,2012Q2
1990,KY,185.11,2012Q3
1991,KY,186.74,2012Q4
1992,KY,187.79,2013Q1
1993,KY,189.98,2013Q2
1994,KY,192.56,2013Q3
1995,KY,192.35,2013Q4
1996,KY,191.82,2014Q1
1997,KY,194.58,2014Q2
1998,KY,195.51,2014Q3
1999,KY,197.42,2014Q4
2000,KY,200.39,2015Q1
2001,KY,201.73,2015Q2
2002,KY,203.38,2015Q3
2003,KY,208.2,2015Q4
2004,KY,208.99,2016Q1
2005,KY,210.99,2016Q2
2006,KY,214.13,2016Q3
2007,KY,216.81,2016Q4
2008,KY,220.8,2017Q1
2009,KY,225.02,2017Q2
2010,KY,229.15,2017Q3
2011,KY,231.24,2017Q4
2012,KY,235.09,2018Q1
2013,KY,237.63,2018Q2
2014,KY,239.45,2018Q3
2015,KY,244.68,2018Q4
2016,LA,100.0,1991Q1
2017,LA,101.94,1991Q2
2018,LA,103.54,1991Q3
